id,Predicted
592620,0.13115947
592621,0.08305672
592622,0.13775238
592623,0.4339328
592624,0.10457212
592625,0.09593306
592626,0.22078316
592627,0.13525827
592628,0.033119675
592629,0.083560996
592630,0.09078234
592631,0.13541093
592632,0.19666673
592633,0.11899756
592634,0.06815495
592635,0.07832827
592636,0.09558771
592637,0.068661176
592638,0.1728091
592639,0.2145408
592640,0.2561277
592641,0.07857566
592642,0.1876041
592643,0.13449658
592644,0.11011203
592645,0.11169707
592646,0.16066822
592647,0.14997262
592648,0.14824244
592649,0.09055525
592650,0.3249701
592651,0.13189803
592652,0.1472903
592653,0.113190204
592654,0.26040784
592655,0.16505784
592656,0.3294941
592657,0.37204328
592658,0.12204934
592659,0.036422506
592660,0.1845375
592661,0.07863679
592662,0.06812259
592663,0.058190916
592664,0.3598364
592665,0.15910901
592666,0.18020684
592667,0.26762348
592668,0.29310477
592669,0.13234892
592670,0.255978
592671,0.062488087
592672,0.24148043
592673,0.04203713
592674,0.2263695
592675,0.11730659
592676,0.12556076
592677,0.12687263
592678,0.07028158
592679,0.0898866
592680,0.37204328
592681,0.12998676
592682,0.1525662
592683,0.2663748
592684,0.1258576
592685,0.1277968
592686,0.28256634
592687,0.1825176
592688,0.091073714
592689,0.21596484
592690,0.26963678
592691,0.19045539
592692,0.13313702
592693,0.33696654
592694,0.063728705
592695,0.11537093
592696,0.14140072
592697,0.18119371
592698,0.10360687
592699,0.17066768
592700,0.109681316
592701,0.15095563
592702,0.22409843
592703,0.12096044
592704,0.1527379
592705,0.1692294
592706,0.24278003
592707,0.09822473
592708,0.18138161
592709,0.029292807
592710,0.2185462
592711,0.14984006
592712,0.18817025
592713,0.094041094
592714,0.051375363
592715,0.1442738
592716,0.211783
592717,0.09788279
592718,0.07345942
592719,0.0814289
592720,0.0631477
592721,0.06762126
592722,0.14428234
592723,0.124502465
592724,0.1523524
592725,0.11138439
592726,0.10094025
592727,0.19501391
592728,0.16203251
592729,0.16297655
592730,0.1114965
592731,0.22714162
592732,0.05067769
592733,0.11792076
592734,0.07220966
592735,0.16668548
592736,0.12961344
592737,0.100419454
592738,0.32498348
592739,0.14970507
592740,0.16497046
592741,0.11386723
592742,0.20643142
592743,0.10814066
592744,0.07174029
592745,0.13345662
592746,0.17286558
592747,0.2416073
592748,0.22291495
592749,0.24563205
592750,0.09890804
592751,0.13748202
592752,0.1290975
592753,0.13689646
592754,0.09581737
592755,0.50329715
592756,0.1521967
592757,0.2031496
592758,0.20290342
592759,0.07884002
592760,0.087858684
592761,0.17432447
592762,0.20926145
592763,0.08886738
592764,0.17803317
592765,0.22033747
592766,0.23716557
592767,0.15540722
592768,0.13229789
592769,0.16601439
592770,0.1268975
592771,0.093588896
592772,0.06730208
592773,0.4349308
592774,0.10571739
592775,0.046474952
592776,0.26734698
592777,0.3602201
592778,0.14724799
592779,0.054451857
592780,0.35288152
592781,0.37204328
592782,0.050463457
592783,0.19403353
592784,0.10094036
592785,0.09435072
592786,0.113657795
592787,0.16684455
592788,0.13808078
592789,0.2857134
592790,0.18435366
592791,0.28632915
592792,0.10820718
592793,0.18993554
592794,0.03554113
592795,0.07479304
592796,0.18354791
592797,0.20840643
592798,0.19444707
592799,0.27895692
592800,0.15900289
592801,0.07505916
592802,0.042806502
592803,0.07836477
592804,0.0862161
592805,0.10603653
592806,0.11827099
592807,0.050600242
592808,0.290984
592809,0.12782498
592810,0.22386657
592811,0.2545505
592812,0.17169033
592813,0.13415836
592814,0.37204328
592815,0.25491595
592816,0.051292915
592817,0.19022278
592818,0.15680492
592819,0.13386269
592820,0.15538876
592821,0.23703635
592822,0.08575256
592823,0.2656478
592824,0.124154866
592825,0.14554115
592826,0.14611173
592827,0.08928578
592828,0.08896399
592829,0.32419515
592830,0.3098068
592831,0.2146738
592832,0.16901243
592833,0.11125358
592834,0.15320994
592835,0.13495526
592836,0.10897214
592837,0.07033675
592838,0.19260977
592839,0.22314022
592840,0.18370648
592841,0.13244992
592842,0.1810622
592843,0.15274122
592844,0.11281722
592845,0.10547478
592846,0.19439547
592847,0.113940656
592848,0.16660295
592849,0.108281806
592850,0.35384095
592851,0.11417524
592852,0.1785685
592853,0.053891156
592854,0.072369196
592855,0.20286512
592856,0.03627455
592857,0.39013663
592858,0.13660069
592859,0.11597169
592860,0.16995911
592861,0.37204328
592862,0.18042108
592863,0.19291332
592864,0.24560766
592865,0.22266577
592866,0.10759372
592867,0.12168239
592868,0.08538836
592869,0.20507799
592870,0.19173774
592871,0.14734611
592872,0.08983058
592873,0.20229469
592874,0.13665843
592875,0.13979225
592876,0.0789916
592877,0.048829943
592878,0.03826062
592879,0.09590498
592880,0.21090426
592881,0.20306954
592882,0.20750563
592883,0.14906771
592884,0.1740365
592885,0.12713586
592886,0.027549619
592887,0.07285901
592888,0.12281453
592889,0.10163531
592890,0.10153495
592891,0.11045368
592892,0.28172562
592893,0.14766584
592894,0.28325346
592895,0.16060385
592896,0.21372898
592897,0.18500914
592898,0.1835251
592899,0.16576996
592900,0.19966356
592901,0.32119867
592902,0.10218662
592903,0.20079379
592904,0.18375668
592905,0.2266947
592906,0.14051801
592907,0.16022772
592908,0.18189518
592909,0.23571151
592910,0.22399795
592911,0.4906167
592912,0.12112298
592913,0.1239781
592914,0.23044242
592915,0.08530174
592916,0.1762882
592917,0.14364503
592918,0.052226692
592919,0.25229752
592920,0.25292984
592921,0.09259825
592922,0.23974626
592923,0.234479
592924,0.17039303
592925,0.20411307
592926,0.062515035
592927,0.26992714
592928,0.13282636
592929,0.2315395
592930,0.042754166
592931,0.09780476
592932,0.10702859
592933,0.15382613
592934,0.12202316
592935,0.13070276
592936,0.12362057
592937,0.054335162
592938,0.17663793
592939,0.107378185
592940,0.16633846
592941,0.37204328
592942,0.095575005
592943,0.23490681
592944,0.16451183
592945,0.05041456
592946,0.11582399
592947,0.17706588
592948,0.1267804
592949,0.109300196
592950,0.24073814
592951,0.12893282
592952,0.06787398
592953,0.25321406
592954,0.4410236
592955,0.11019187
592956,0.14537008
592957,0.21753372
592958,0.119930536
592959,0.04333212
592960,0.08955163
592961,0.093079194
592962,0.14501344
592963,0.07810031
592964,0.1748755
592965,0.10709302
592966,0.43597448
592967,0.1681919
592968,0.17405376
592969,0.1159669
592970,0.06504586
592971,0.06088855
592972,0.08691367
592973,0.15242687
592974,0.11926447
592975,0.1927174
592976,0.26857868
592977,0.19680282
592978,0.19647771
592979,0.18184055
592980,0.089597054
592981,0.23904335
592982,0.122296326
592983,0.09641868
592984,0.20241192
592985,0.06380487
592986,0.18576655
592987,0.08038308
592988,0.08332079
592989,0.24863619
592990,0.2237018
592991,0.14959624
592992,0.5656173
592993,0.1975708
592994,0.08702801
592995,0.079924256
592996,0.071117006
592997,0.2600231
592998,0.056094084
592999,0.16263513
593000,0.22975211
593001,0.16396666
593002,0.19527504
593003,0.16407442
593004,0.05540659
593005,0.06595896
593006,0.08320062
593007,0.17093393
593008,0.103915215
593009,0.09847176
593010,0.07258829
593011,0.113097355
593012,0.2297759
593013,0.3367786
593014,0.13851172
593015,0.12501687
593016,0.0730867
593017,0.24943216
593018,0.25346568
593019,0.10468678
593020,0.20918821
593021,0.05799869
593022,0.06924331
593023,0.1238053
593024,0.26126188
593025,0.13062704
593026,0.13516995
593027,0.14009388
593028,0.10315253
593029,0.15431918
593030,0.10441211
593031,0.27379528
593032,0.29144126
593033,0.2159839
593034,0.20822087
593035,0.16308187
593036,0.11245613
593037,0.11097364
593038,0.098961696
593039,0.16760491
593040,0.21979205
593041,0.3064502
593042,0.15340023
593043,0.13869148
593044,0.14872147
593045,0.07687513
593046,0.08757245
593047,0.099635
593048,0.09277631
593049,0.081161164
593050,0.12043249
593051,0.2333699
593052,0.37204328
593053,0.20901516
593054,0.17485783
593055,0.65587735
593056,0.23333795
593057,0.26398203
593058,0.18971638
593059,0.044806954
593060,0.065720335
593061,0.4867917
593062,0.10157344
593063,0.2284361
593064,0.12146266
593065,0.19567586
593066,0.30945554
593067,0.0461051
593068,0.11326282
593069,0.23054141
593070,0.4120039
593071,0.079743065
593072,0.18195598
593073,0.13786203
593074,0.18119448
593075,0.050971307
593076,0.10753702
593077,0.3177924
593078,0.20191228
593079,0.16478232
593080,0.132915
593081,0.061040863
593082,0.12127596
593083,0.29441375
593084,0.25035578
593085,0.16740713
593086,0.13963813
593087,0.12339588
593088,0.2535741
593089,0.14091778
593090,0.22683808
593091,0.09033862
593092,0.119928546
593093,0.19583179
593094,0.12923482
593095,0.6241107
593096,0.134664
593097,0.08275747
593098,0.15415582
593099,0.12993366
593100,0.23416963
593101,0.11315652
593102,0.21403442
593103,0.09271245
593104,0.06603212
593105,0.21084611
593106,0.31969064
593107,0.27408442
593108,0.14491126
593109,0.06448779
593110,0.2400154
593111,0.14843543
593112,0.153951
593113,0.12912987
593114,0.12786086
593115,0.021745846
593116,0.21907265
593117,0.33223772
593118,0.26771536
593119,0.19061974
593120,0.21634771
593121,0.032519672
593122,0.17105593
593123,0.18690816
593124,0.1398176
593125,0.11759554
593126,0.15948124
593127,0.2526639
593128,0.13626254
593129,0.27663368
593130,0.08085706
593131,0.16468972
593132,0.122311264
593133,0.057431296
593134,0.13236724
593135,0.097594835
593136,0.11254893
593137,0.08598048
593138,0.07089047
593139,0.2951134
593140,0.096314736
593141,0.12988666
593142,0.12080465
593143,0.07398434
593144,0.0063084736
593145,0.14539959
593146,0.19301888
593147,0.07975031
593148,0.08968544
593149,0.06641699
593150,0.113726
593151,0.15936434
593152,0.24259262
593153,0.06464766
593154,0.13312612
593155,0.36346492
593156,0.12406246
593157,0.29286268
593158,0.15613435
593159,0.087093584
593160,0.07518123
593161,0.14187306
593162,0.10442947
593163,0.20791075
593164,0.19766107
593165,0.15387772
593166,0.14245446
593167,0.16684449
593168,0.059065104
593169,0.19156322
593170,0.07802625
593171,0.095517576
593172,0.18251795
593173,0.17340164
593174,0.11165129
593175,0.103093624
593176,0.14445706
593177,0.21316528
593178,0.108632155
593179,0.14138858
593180,0.27065688
593181,0.27310392
593182,0.209332
593183,0.22793862
593184,0.28689882
593185,0.098244004
593186,0.106791526
593187,0.121068
593188,0.4716619
593189,0.20039274
593190,0.35716784
593191,0.16382667
593192,0.11931564
593193,0.18952335
593194,0.15451878
593195,0.1567882
593196,0.04760525
593197,0.11584552
593198,0.09471253
593199,0.1662299
593200,0.07523944
593201,0.11964457
593202,0.2736842
593203,0.16331947
593204,0.13185956
593205,0.048164003
593206,0.057162367
593207,0.18622534
593208,0.07717977
593209,0.17903174
593210,0.34480062
593211,0.09403766
593212,0.09541677
593213,0.08286713
593214,0.11698027
593215,0.17211613
593216,0.2116083
593217,0.14641848
593218,0.16488855
593219,0.27653772
593220,0.1760662
593221,0.10543612
593222,0.12110233
593223,0.14230308
593224,0.08279014
593225,0.14206599
593226,0.11945985
593227,0.16973564
593228,0.054744937
593229,0.20089987
593230,0.17629096
593231,0.30054057
593232,0.11236749
593233,0.16767593
593234,0.2796102
593235,0.24721104
593236,0.3343927
593237,0.17104779
593238,0.12058163
593239,0.09310753
593240,0.35272554
593241,0.08770403
593242,0.12274625
593243,0.3376212
593244,0.17564753
593245,0.16263534
593246,0.0725821
593247,0.22332023
593248,0.10469725
593249,0.25081685
593250,0.088792466
593251,0.23615438
593252,0.060363095
593253,0.2140138
593254,0.07018637
593255,0.37204328
593256,0.11838628
593257,0.36297154
593258,0.15665512
593259,0.27094817
593260,0.091877446
593261,0.08304439
593262,0.15273738
593263,0.21747197
593264,0.22121392
593265,0.1689505
593266,0.26229957
593267,0.17160021
593268,0.15374479
593269,0.2210693
593270,0.45666474
593271,0.07366311
593272,0.262545
593273,0.12953626
593274,0.22283286
593275,0.1774073
593276,0.09773959
593277,0.109182835
593278,0.23260392
593279,0.11295947
593280,0.10235016
593281,0.33565658
593282,0.09291743
593283,0.11951189
593284,0.12385296
593285,0.19311404
593286,0.10739744
593287,0.114083275
593288,0.071571
593289,0.1334604
593290,0.14954114
593291,0.11503032
593292,0.0985638
593293,0.20182537
593294,0.37204328
593295,0.1025623
593296,0.29331118
593297,0.37786976
593298,0.17068663
593299,0.26902953
593300,0.10825725
593301,0.17444992
593302,0.13568929
593303,0.1426059
593304,0.07002196
593305,0.14738667
593306,0.04994186
593307,0.14538836
593308,0.17235094
593309,0.30482316
593310,0.14942248
593311,0.22368164
593312,0.029519813
593313,0.09977459
593314,0.1308986
593315,0.10316954
593316,0.23025483
593317,0.1105634
593318,0.36425942
593319,0.115119554
593320,0.27794126
593321,0.0727141
593322,0.2504867
593323,0.13691878
593324,0.24080099
593325,0.0902836
593326,0.26681703
593327,0.13805941
593328,0.26110753
593329,0.24860907
593330,0.69224817
593331,0.037371613
593332,0.20311864
593333,0.24220598
593334,0.06222512
593335,0.15352833
593336,0.13466805
593337,0.21179849
593338,0.2871288
593339,0.11499131
593340,0.08200852
593341,0.11692812
593342,0.08080408
593343,0.12165964
593344,0.21251342
593345,0.09459946
593346,0.2231873
593347,0.06805064
593348,0.15548512
593349,0.12991126
593350,0.32495844
593351,0.37204328
593352,0.20845258
593353,0.0737155
593354,0.08696687
593355,0.12831417
593356,0.31953096
593357,0.12509489
593358,0.14602573
593359,0.12910111
593360,0.139889
593361,0.31942627
593362,0.1799002
593363,0.1589386
593364,0.35089964
593365,0.1979039
593366,0.56609994
593367,0.19410968
593368,0.1242566
593369,0.055659074
593370,0.17246354
593371,0.36220506
593372,0.13613552
593373,0.11481892
593374,0.10823748
593375,0.17364839
593376,0.1489977
593377,0.18483566
593378,0.2737013
593379,0.24483182
593380,0.110682584
593381,0.16232228
593382,0.10383205
593383,0.17214857
593384,0.07826316
593385,0.19374117
593386,0.26305354
593387,0.19579612
593388,0.07021023
593389,0.23512799
593390,0.18297097
593391,0.15717632
593392,0.065445
593393,0.113048926
593394,0.024980353
593395,0.13853307
593396,0.13506071
593397,0.12590635
593398,0.3368948
593399,0.2755053
593400,0.17620666
593401,0.43846193
593402,0.2248603
593403,0.072081536
593404,0.23360786
593405,0.097421214
593406,0.09919627
593407,0.1433367
593408,0.27482536
593409,0.18467934
593410,0.13826334
593411,0.16992538
593412,0.052550394
593413,0.09285174
593414,0.19771706
593415,0.102672145
593416,0.06848342
593417,0.22894903
593418,0.20289123
593419,0.07598627
593420,0.14824834
593421,0.10848071
593422,0.22500151
593423,0.050391223
593424,0.26093405
593425,0.1909151
593426,0.13727327
593427,0.17364536
593428,0.17129977
593429,0.07514568
593430,0.15255949
593431,0.15190579
593432,0.24157043
593433,0.26290798
593434,0.21967866
593435,0.11740425
593436,0.17785652
593437,0.324347
593438,0.12660076
593439,0.13019887
593440,0.22092447
593441,0.14637773
593442,0.17207459
593443,0.13905038
593444,0.24593775
593445,0.15507887
593446,0.094441414
593447,0.14267144
593448,0.209012
593449,0.20482495
593450,0.14568228
593451,0.28715187
593452,0.29174164
593453,0.19493687
593454,0.11341535
593455,0.115567796
593456,0.07824476
593457,0.10071302
593458,0.10005097
593459,0.1916321
593460,0.15146276
593461,0.116191626
593462,0.14318343
593463,0.19460355
593464,0.17032647
593465,0.0849307
593466,0.56051904
593467,0.115075864
593468,0.20186591
593469,0.15334989
593470,0.2697995
593471,0.1213002
593472,0.08308617
593473,0.19173986
593474,0.08545365
593475,0.046912007
593476,0.21892379
593477,0.09088204
593478,0.12348091
593479,0.09739296
593480,0.09107622
593481,0.23008001
593482,0.06368594
593483,0.08027264
593484,0.20891574
593485,0.07279658
593486,0.1553612
593487,0.06843348
593488,0.091455996
593489,0.37204328
593490,0.18462107
593491,0.11205763
593492,0.3003195
593493,0.056487482
593494,0.2155996
593495,0.25444606
593496,0.21625054
593497,0.21017794
593498,0.14235185
593499,0.118469454
593500,0.13161354
593501,0.38496926
593502,0.30191162
593503,0.2648746
593504,0.10818511
593505,0.13940887
593506,0.1361295
593507,0.21215786
593508,0.17206341
593509,0.108726576
593510,0.37204328
593511,0.26472044
593512,0.19514322
593513,0.3553005
593514,0.12623325
593515,0.07833721
593516,0.16369948
593517,0.20118737
593518,0.2508657
593519,0.1716014
593520,0.09505024
593521,0.24104105
593522,0.071402
593523,0.15989275
593524,0.48778355
593525,0.08644401
593526,0.29598576
593527,0.18760374
593528,0.25193802
593529,0.09419836
593530,0.19356278
593531,0.10864966
593532,0.19171754
593533,0.09399686
593534,0.08942992
593535,0.08978408
593536,0.22779807
593537,0.11122195
593538,0.08413435
593539,0.18993999
593540,0.23855469
593541,0.09219955
593542,0.3533294
593543,0.1751739
593544,0.09623275
593545,0.1302457
593546,0.15755208
593547,0.21718591
593548,0.19747832
593549,0.121991314
593550,0.19067945
593551,0.2343687
593552,0.15172122
593553,0.29679662
593554,0.19888657
593555,0.20225024
593556,0.27903098
593557,0.053022712
593558,0.059889555
593559,0.09866548
593560,0.12641771
593561,0.12605643
593562,0.2010868
593563,0.11359719
593564,0.04108625
593565,0.1744102
593566,0.0604605
593567,0.07359931
593568,0.11885412
593569,0.21010949
593570,0.15699542
593571,0.031304482
593572,0.05749275
593573,0.073634446
593574,0.12598638
593575,0.24070208
593576,0.23000956
593577,0.116983116
593578,0.09932137
593579,0.06878179
593580,0.19977863
593581,0.24701169
593582,0.13564314
593583,0.18912962
593584,0.06739463
593585,0.11901328
593586,0.05133817
593587,0.11908755
593588,0.0356424
593589,0.14852606
593590,0.20241609
593591,0.08090513
593592,0.18909112
593593,0.27141866
593594,0.16586861
593595,0.06316471
593596,0.25538066
593597,0.17949988
593598,0.16245347
593599,0.07808554
593600,0.04307358
593601,0.37204328
593602,0.08830258
593603,0.097020574
593604,0.26570618
593605,0.17676188
593606,0.32026836
593607,0.1883301
593608,0.036184423
593609,0.25708184
593610,0.17950834
593611,0.14694522
593612,0.07668124
593613,0.09730639
593614,0.060273577
593615,0.13558286
593616,0.25785285
593617,0.10117407
593618,0.13593945
593619,0.1528673
593620,0.10013439
593621,0.09402541
593622,0.15115859
593623,0.08666669
593624,0.25469688
593625,0.26570842
593626,0.19975194
593627,0.32326588
593628,0.60933965
593629,0.14261499
593630,0.22206026
593631,0.17087875
593632,0.07450329
593633,0.16280076
593634,0.18068819
593635,0.1168811
593636,0.28414932
593637,0.19590956
593638,0.13249265
593639,0.1874238
593640,0.14805953
593641,0.20455298
593642,0.09220621
593643,0.069922395
593644,0.117582865
593645,0.16423033
593646,0.13567992
593647,0.101839356
593648,0.3728081
593649,0.041120686
593650,0.19345075
593651,0.17179637
593652,0.10012171
593653,0.10709005
593654,0.18881467
593655,0.14761364
593656,0.099732645
593657,0.23029515
593658,0.10465242
593659,0.1618518
593660,0.119828664
593661,0.13006915
593662,0.22469494
593663,0.11320397
593664,0.10976211
593665,0.11173781
593666,0.077660926
593667,0.14322042
593668,0.3451667
593669,0.10711515
593670,0.15207659
593671,0.11455201
593672,0.108549945
593673,0.06708257
593674,0.071963206
593675,0.23458484
593676,0.04644358
593677,0.25430647
593678,0.12272532
593679,0.026689744
593680,0.19149818
593681,0.17525452
593682,0.18061186
593683,0.15468289
593684,0.06560399
593685,0.2844987
593686,0.10068913
593687,0.25463617
593688,0.19857484
593689,0.053747818
593690,0.09216918
593691,0.13799158
593692,0.16446306
593693,0.38755324
593694,0.10084296
593695,0.18441951
593696,0.23867647
593697,0.13551125
593698,0.11803903
593699,0.086391345
593700,0.08489962
593701,0.13026948
593702,0.09523634
593703,0.105304725
593704,0.16293532
593705,0.08548347
593706,0.16783066
593707,0.20084777
593708,0.3019363
593709,0.16389717
593710,0.24091487
593711,0.077513084
593712,0.07097636
593713,0.08625267
593714,0.11597924
593715,0.05183358
593716,0.115202695
593717,0.08121305
593718,0.32325113
593719,0.2555904
593720,0.13349573
593721,0.31238496
593722,0.14171875
593723,0.11112814
593724,0.14558397
593725,0.13232222
593726,0.17357865
593727,0.064758025
593728,0.106976874
593729,0.19355737
593730,0.18421094
593731,0.24568799
593732,0.31711105
593733,0.1313478
593734,0.03967954
593735,0.124704346
593736,0.14285439
593737,0.058712855
593738,0.27452955
593739,0.09394986
593740,0.07638572
593741,0.0660047
593742,0.5073533
593743,0.10088065
593744,0.23238705
593745,0.24258713
593746,0.3173794
593747,0.111543804
593748,0.67719465
593749,0.13669686
593750,0.19911397
593751,0.34790745
593752,0.043835096
593753,0.13366893
593754,0.37204328
593755,0.07155902
593756,0.2296302
593757,0.21489608
593758,0.21827559
593759,0.1204602
593760,0.37204328
593761,0.06492785
593762,0.06294854
593763,0.16208136
593764,0.15079759
593765,0.3208694
593766,0.09967093
593767,0.16694568
593768,0.2801289
593769,0.3370981
593770,0.08683572
593771,0.06840813
593772,0.23292558
593773,0.37204328
593774,0.14670555
593775,0.12017109
593776,0.18653941
593777,0.14234039
593778,0.14327705
593779,0.14578408
593780,0.0607389
593781,0.18996936
593782,0.14499004
593783,0.3166233
593784,0.12842168
593785,0.4505459
593786,0.08549575
593787,0.23913744
593788,0.10249531
593789,0.55966717
593790,0.1557792
593791,0.29199946
593792,0.06972336
593793,0.15045822
593794,0.14696024
593795,0.17487681
593796,0.14875805
593797,0.37204328
593798,0.2991003
593799,0.053288106
593800,0.37842813
593801,0.1286395
593802,0.097169034
593803,0.15781325
593804,0.13403119
593805,0.12026037
593806,0.11065281
593807,0.082640104
593808,0.09941569
593809,0.37204328
593810,0.18445353
593811,0.1792034
593812,0.14268775
593813,0.049236797
593814,0.33019432
593815,0.12562026
593816,0.19085711
593817,0.164872
593818,0.22054052
593819,0.17358246
593820,0.15292948
593821,0.15109415
593822,0.14536671
593823,0.124234185
593824,0.37204328
593825,0.17887367
593826,0.3331678
593827,0.13597059
593828,0.1943281
593829,0.2037785
593830,0.16287869
593831,0.14445932
593832,0.2674022
593833,0.08660631
593834,0.17394374
593835,0.2798919
593836,0.3094102
593837,0.22306247
593838,0.09389675
593839,0.12359769
593840,0.14701729
593841,0.054276135
593842,0.1679765
593843,0.11523859
593844,0.14414094
593845,0.32747117
593846,0.121953435
593847,0.052727826
593848,0.20537205
593849,0.093247265
593850,0.093687996
593851,0.1839617
593852,0.09144458
593853,0.49072838
593854,0.26650116
593855,0.09824244
593856,0.11608687
593857,0.127322
593858,0.119721696
593859,0.07235519
593860,0.17368966
593861,0.044237137
593862,0.23127382
593863,0.13843854
593864,0.07307745
593865,0.23979044
593866,0.096879214
593867,0.19525611
593868,0.071432956
593869,0.046484496
593870,0.32795075
593871,0.07798898
593872,0.24508497
593873,0.11685903
593874,0.36063507
593875,0.07653943
593876,0.13143772
593877,0.19798498
593878,0.1452147
593879,0.07732987
593880,0.09568104
593881,0.10259923
593882,0.07578761
593883,0.3169233
593884,0.09465786
593885,0.1390237
593886,0.21883687
593887,0.16305585
593888,0.04448837
593889,0.15709324
593890,0.2871459
593891,0.085346416
593892,0.23868424
593893,0.08945394
593894,0.18627432
593895,0.1334321
593896,0.10674878
593897,0.22288363
593898,0.15005416
593899,0.21545781
593900,0.13732614
593901,0.24693577
593902,0.028278256
593903,0.15047117
593904,0.07304668
593905,0.1465477
593906,0.057702746
593907,0.24377406
593908,0.18489389
593909,0.0624568
593910,0.09189445
593911,0.17338914
593912,0.15179639
593913,0.25778058
593914,0.06972389
593915,0.23474662
593916,0.1460808
593917,0.09554691
593918,0.25350258
593919,0.26506883
593920,0.22328247
593921,0.1259086
593922,0.07982333
593923,0.2373071
593924,0.11690966
593925,0.20420697
593926,0.02225818
593927,0.09414011
593928,0.16381128
593929,0.14346653
593930,0.12520885
593931,0.16302554
593932,0.17933267
593933,0.21342811
593934,0.27135286
593935,0.1549342
